author_name,email,affiliation,coauthors_names,is_artificial_intelligence
Wolf B. Frommer,hhu.de,nan,Sakiko Okumoto##Christina Kühn##Loren Looger##Uwe Sonnewald##Uwe Ludewig##Hanjo Hellmann##John M. Ward##Frank F. White##Guido Grossmann##Ida Lager##waltraud x schulze##Bing Yang##Reinhard Kunze##Dietmar Funck##Alexander Schulz##Serge Delrot##Bruno André##Roberto De Michele##Burkhard Schulz##Jens Kossmann,no
Ori Lahav,tau.ac.il,Tel Aviv University,Viktor Vafeiadis##Anton Podkopaev##Chung-Kil Hur##Derek Dreyer##Yoni Zohar##Jeehoon Kang##Mooly Sagiv##Anna Zamansky##Azalea Raad##Aurojit Panda##Katerina Argyraki##Scott Shenker##Hai Dang##Neil Immerman##Agata Ciabattoni##Michalis Kokologiannakis##Konstantinos Sagonas##Nick Giannarakis##Joao Marcos##Udi Boker,no
Andreas Oberweis,kit.edu,Karlsruhe Institute of Technology,nan,no
Åke Grönlund,oru.se,Örebro University,M Sirajul Islam##Iryna Susha##Mathias Hatakka##Maria A. Wimmer##Marijn Janssen##Kim Normann Andersen##Joachim Åström##Mikael Wiberg##Thomas A Horan##Hans Jochen Scholl##Love Ekenberg##Anders Avdic##Jeremy Rose##Ann-Sofie Hellberg##Lars Albinsson##Maung Sein##Carl Erik Moe##Guohua Bai##Leif Skiftenes Flak##Markus Hällgren,no
Adam M. Johansen,warwick.ac.uk,University of Warwick,Arnaud Doucet##John Aston##Nick Whiteley##Murray Pollock##Gareth Roberts##Richard G. Everitt##Manuel DAVY##Daniel John  Lawson##Simon Godsill##Paul Fearnhead##Anthony Lee##Ba-Ngu Vo##Pierre Del Moral##Axel Finke##Fredrik Lindsten##Thomas Schön##Xavier Didelot##Paul Jenkins##Christopher Nam##Thomas E. Nichols,no
Felix Scholkmann,usz.ch,University of Zurich,Martin Wolf##Lisa Holper##Ilias Tachtsidis##Michal Cifra##Clare Elwell##Jack Tuszyński##Erich Seifritz##Johannes Sarnthein##Steven T Proulx##Roger Gassert##David A Boas##Achermann Peter##Jeff F Dunn##Ephraim Fischbach##Marco FERRARI##Franz X. Vollenweider##Katrin Preller##Vartan Kurtcuoglu##Ursula Wolf##Richard H.W. Funk,no
Amjad Ali,asab.nust.edu.pk,nan,Anam Naz##Vasco Ariston de Carvalho Azevedo##Faryal Mehwish Awan##Artur Luiz da Costa da Silva##Anderson Santos##Syeda Marriam Bakhtiar##Siomar de Castro Soares##Syed Aun Muhammad##Debmalya Barh##Rommel Ramos##Dr. Hassan SS##Tahreem Zaheer##Hussnain Janjua##Vinicius Augusto Carvalho de Abreu##Eudes Guilherme Vieira Barbosa##Hamza Arshad Dar##Amnah Siddiqa##Maria Paula Cruz Schneider##Sandeep Tiwari##Samar Hayat Khan Tareen,no
Ronald S. Landis,iit.edu,Illinois Institute of Technology,nan,no
Khalid Al-Begain,kcst.edu.kw,nan,suleiman yerima##Chitra Balakrishna##Aymen I. Zreikat##Kamal Alameh##Wael Alosaimi##John Mellor##Alexander Dudin##Demetres Kouvatsos##Geyong Min##Belal Abuhaija##Dr Xingang Wang##Mohamed Farhat O Hameed##Salah Obayya##Abed M. Nasr##Nidal AlBeiruti##Ismat Aldmour##Mazin Alshamrani##Vilena Mushko##Abdussalam Baryun##Valentina Klimenok,no
Richard Durbin,cam.ac.uk,University of Cambridge,Heng Li##Sean R. Eddy##Alex Bateman##Ewan Birney##Shane A. McCarthy##Leopold Parts##Lachlan Coin##Jared Simpson##Aylwyn Scally##Thierry-Mieg Jean##Alan M Moses,no
Miguel V. Correia,fe.up.pt,Universidade do Porto,João Manuel R. S. Tavares##J. Paulo Vilas-Boas##Aurelio Campilho##Faramarz Farahi##Mehrdad Abolbashari##Rubim Santos##Carolina Vila-Chã##André Catarino##Prof. Dr. Dario Farina##Professor Deborah Falla##Antonio Moreira##Jurandir Nadal##José Machado da Silva##João Abrantes##Vítor Tavares##Pedro Fonseca##Carlos M. B. Rodrigues##Ricardo Fernandes##Jorge G. Barbosa##Andreia S. P. Sousa,no
Babu (Lourduraj) John Mariadoss,ttu.edu,Texas Tech University,Nadia Pomirleanu##Shankar Ganesan##Patriya Tansuhaj##Nacef Mouri##Vishal Bindroo##Raj Echambadi##Dennis Reynolds##Robert Cascio##chad milewicz##Arvin Sahaym##Michael Ahearne##Adam Rapp##Ting Chi##Kelly Martin##Rajani Ganesh Pillai##Yany Gregoire##Mark J. Arnold##Todd Arnold,no
David Ribas,udg.edu,Universitat de Girona,Pere Ridao Rodríguez##Marc Carreras##Narcís Palomeras##Angelos Mallios##José Neira##Nuno Gracias##Emili Hernández##Juan D. Tardós##Gabriel Oliver-Codina##Rafael Garcia##Ricard Campos##Mario Prats##Guillem Vallicrosa Massaguer##Yvan Petillot##Raúl Marín Prades##Natàlia Hurtós Vilarnau##Juan Carlos García Sánchez##Alberto Ortiz##Josep Bosch##X. Cufi,no
Vicente Garcia-Moreno,columbia.edu,nan,Rafael de Hoyos,no
Smita Srivastava,wichita.edu,Wichita State University,Arvin Sahaym##Thomas H. Allison##Pyayt P. Oo,no
Ingmar Weber,acm.org,nan,Emilio Zagheni##Kiran Garimella##Yelena Mejova##Michael Macy##Hannah Bast##Monika Henzinger##Ferda Ofli##Thomas R Davidson##Yusuf Aytar##Dana Warmsley##Carlos Castillo##Kareem Darwish##Javier Marín##Ridhi Kashyap##Masoomali Fatehkia##Munmun De Choudhury##Paul David Dütting##Fabrício Benevenuto##Bogdan State##Antti Ukkonen,no
Garth Alan Gibson,vectorinstitute.ai,nan,Greg Ganger##Randy Katz##David Patterson##Eric Xing##Erik Riedel##Khalil Amiri##Qirong Ho##Kai Ren##Swapnil Patil##Bianca Schroeder##Peter M. Chen##Wei Dai##Daniel Stodolsky##Phillip Gibbons##William V. Courtright II##Vijay Vasudevan##Seunghak Lee##Qing Zheng##David Nagle##David Petrou,no
Jingyong Su,ttu.edu,Texas Tech University,Anuj Srivastava##Eric Klassen##Sudeep Sarkar##Sebastian Kurtek##Boulbaba Ben Amor Professor Senior...##Pavan Turaga##Zhengwu Zhang##Ian L. Dryden##Cindy Grimm##Shantanu H. Joshi,no
Dr. Anderson Rocha (Associate Professor),unicamp.br,University of Campinas,Siome Goldenstein##Walter Scheirer##Jacques Wainer##Ricardo da Silva Torres##Zanoni Dias##Hélio Pedrini##Allan Pinto##Terrance E. Boult##Tiago Carvalho Ph.D.##Falcao A.X.##Sandra Avila##Ramon Pires##Daniel Moreira##William Robson Schwartz##Fabio Augusto Faria##Eduardo Valle##Herbert F Jelinek##Giovani Chiachia##Jefersson A. dos Santos##Anselmo Ferreira,yes
Matthew Earl,cornell.edu,Cornell University,Raffaello D'Andrea##Steven H. Strogatz##S J Burns,no
Mohammad A. Aljamal,vt.edu,Virginia Tech University,Hesham A Rakha##Hossam M. Abdelghaffar##Jianhe Du,yes
Olivier Chapuis,lri.fr,nan,Emmanuel Pietriga##Michel Beaudouin-Lafon##Caroline Appert##Nicolas Roussel##eric lecolinet##Wendy E. Mackay##Anastasia Bezerianos##Mathieu Nancel##Yves Guiard##Arnaud Prouzeau##Bruno Fruchard##Stéphane Huot##Julie Wagner##Pascal Koiran##Can Liu##Daniel Spelmezan##Pierre Dragicevic##Jean-Daniel Fekete##Wolfgang Stuerzlinger##Pourang Irani,no
Mary Beth Oliver,psu.edu,Penn State University,Arthur A. Raney##Sophie Janicke-Bowles##Katherine Dale##Srividya "Srivi" Ramasubramanian##Janet S. Hyde##Robin Nabi##MARIE-LOUISE MARES##Nick Bowman (包尼克)##Brett Sherrick##Tilo Hartmann##Markus Appel##Erin Ash##Anthony M. Limperos##Peter Vorderer##Michael D. Slater##Constantine Sedikides##Nicole Krämer##Diana Rieger##Jennifer Hoewe##Leonard Reinecke,no
Sven Helmer,ifi.uzh.ch,University of Zurich,Guido Moerkotte##Claus Pahl##Fabio Persia##Nabil El ioini##Pekka Abrahamsson##Norman May##Vasco Amaral##Brian  Lee##Danila Piatov##Thomas Neumann##Robert Schiele##Matthias Brantner##Nattakarn Phaphoom##Xiaofeng Wang##Anton Dignös##Johann Gamper##Kevin Wellenzohn##Michael Böhlen##Sarah Samuel##Fatos Xhafa,no
Henry Kautz,cs.rochester.edu,University of Rochester,Bart Selman##Dieter Fox##Donald J Patterson##Adam Sadilek##Jiebo Luo##Matthai Philipose##Oren Etzioni##Vincent Silenzio MD MPH##James Allen##Paul Beame##David McAllester##Eric Horvitz##Young Chol Song##Gaetano Borriello##Ashish Sabharwal##Jeffrey P. Bigham##Ken Fishkin##Mark Harniss##Parag Singla##Nabil Hossain,yes
Otávio A. B. Penatti,ic.unicamp.br,nan,Ricardo da Silva Torres##Jefersson A. dos Santos##Keiller Nogueira##Jurandy Almeida##Lin Tzy Li##Eduardo Valle##Rodrigo Tripodi Calumby##Daniel Carlos Guimarães Pedronette##Dr. Anderson Rocha (Associate Profes...##Fernanda Andaló Ph.D.##Gouet-Brunet Valerie##Falcao A.X.##Vanessa Testoni PhD##Sandra Avila,yes
Flavio Corradini,unicam.it,Università di Camerino,nan,no
Julien Freudiger,frdgr.ch,nan,nan,no
Göran Andersson,eeh.ee.ethz.ch,ETH Zürich,Andreas Ulbig##Thilo Krause##David John HILL##Evangelos Vrettos##Martin Geidl##Frauke Oldewurtel##Johanna Mathieu##Line Roald##Marina Gonzalez Vaya##Theodor Borsche##John Lygeros##Lennart Soder##Claudio Canizares##Stephan Koch##Spyros Chatzivasileiadis##Roger Wiget##Prabha Kundur##Nikos Hatziargyriou##Alex Stankovic##Kostas Margellos,no
Rasmus Lerchedahl Petersen,microsoft.com,nan,Lars Birkedal##Andrew Phillips##Boyan Yordanov##Dino Distefano##Neil Dalchau##James Brotherston##Peter O'Hearn##Matthew Lakin##Vishwesh Kulkarni##Nikos Gorogiannis##Hongseok Yang##Oukseh Lee##Radu Grigore##Jongmin Kim##Nikos Tzevelekos##Aleksandar Nanevski##Greg Morrisett##Georg Struth##Tony (C.A.R.) Hoare##Jules Villard,no
Meghan Sanders,lsu.edu,Louisiana State University,Mina Tsay-Vogel##Mary Beth Oliver##Srividya "Srivi" Ramasubramanian##Katherine Dale##Arthur A. Raney##Sophie Janicke-Bowles##Xinshu Zhao 赵心树 趙心樹##Omotayo O.  Banjo##Minjie Li,no
José Miguel Nieto Olivar,usp.br,Universidade de São Paulo,CARLOS IVAN PACHECO SANCHEZ##Flávia Melo,no
Patrick J. Flynn,nd.edu,University of Notre Dame,Kevin W. Bowyer##P. Jonathon Phillips##Anil K. Jain##Kyong (Jin) Chang##Narasimha Murty M/ M. N. Murty/M. N....##Walter Scheirer##Soma Biswas##Xin Chen##Douglas Thain##Alice J. O'Toole##J. Ross Beveridge##Arun Ross##Damon L. Woodard##Aparna Bharati##Joel Brogan##Bruce Draper##Adam Hoover##Amanda Sgroi##Gaurav Aggarwal##Daniel Moreira,no
Eduardo Sontag,northeastern.edu,nan,David Angeli##Yuan Wang （王沅）##Hector J. Sussmann##Hava Siegelmann##Patrick De Leenheer##Bhaskar DasGupta##Murat Arcak##Domitilla Del Vecchio##Madalena Chaves##Brian P Ingalls##German Enciso##Wolfgang Maass##Daniel Liberzon##Reka Albert##Michael Margaliot##Alexander Ninfa##Yuri Ledyaev##Boris Kholodenko##M. Ali Al-Radhawi##Andrew R. Teel,no
Juan Carlos Acosta Guadarrama,udlap.mx,nan,Osorio Mauricio##Jürgen Dix##Jorge Hernández Camacho,yes
Dr Lisa Jacka,usq.edu.au,University of Southern Queensland,Professor Sue Gregory##Helen Farley##Marcus McDonald##Scott Grant##Des Butler##Brent Gregory##Mathew Hillier##Dr Lindy Orwin##Jay Jay Jegathesan Jegatheva Jegat...##Matthew Hill##Dr Julie Willems##Sasha Nikolic##Ruth Potts##Lachlan H. Yee##Matt Bower##Sharon Lierse##Blooma John##Pauletta Irwin##Denise Wood##Lyn Hay,no
Guoying Zhao,oulu.fi,University of Oulu,Matti Pietikäinen##Xiaopeng HONG (洪晓鹏)##Xiaobai Li##Jie Chen##Timo Ahonen##Xin Liu 刘鑫##Su-Jing Wang 王甦菁##Vili Kellokumpu##Wenming Zheng##Ziheng Zhou##Wei Peng##Tomas Pfister##Wen-Jing Yan##Xilin Chen##Jingang Shi##Stan Z. Li (李子青)##Shiguang Shan##Stefanos Zafeiriou##Xianbiao Qi##Wen Gao（高文）,yes
Hernán Abaunza González,catec.aero,nan,Pedro Castillo Garcia##Rogelio Lozano##Alessandro Corrêa Victorino##THEILLIOL Didier,no
Pejman Khadivi,seattleu.edu,Seattle University,Shadrokh Samavi##Hossein Saidi##Naren Ramakrishnan##Nader Karimi##Dongmei Zhao##Massoud Reza Hashemi##Shahram Shirani##Prithwish Chakraborty Ph.D.##Ravi Tandon##Mohsen Hajabdollahi##Patrick Butler##John Brownstein##Elaine Okanyene Nsoesie##Bryan Lewis##Madhav  Marathe##Sumiko Mekaru##Masoud Zarifneshat##Marjan Momtazpour##Ali Fanian##Roshanak Roshandel,yes
Ioanna Lytra,cs.uni-bonn.de,University of Bonn,nan,no
John Budd,missouri.edu,University of Missouri,Denice Adkins##C. Sean Burns##Lynn Silipigni Connaway##Heather Lea Moulaison-Sandy PhD##Jenny Bossaller##Heather Hill##Kristine N. Stewart##Zach Coble##Caryn Scoville##Velasquez Diane L##Kate Anderson##Anabel Quan-Haase,no
Robert France,cs.colostate.edu,Colorado State University,Bernhard Rumpe##Sudipto Ghosh##Jean-Michel Bruel##Nelly Bencomo##Philippe Collet##Indrakshi Ray##Benoit Combemale##Dae-Kyoo Kim##Gordon Blair##Philippe Lahire##Betty HC Cheng##Benoit Baudry##James Bieman##Mathieu Acher##Kevin Lano##Indrajit Ray##Franck Fleurey##Jan Jürjens##Jean-Marc Jezequel##Tony Clark,no
Sean Bayley,nd.edu,nan,nan,no
Wolfgang Glänzel,kuleuven.be,KU Leuven,András Schubert##Tibor Braun##Bart Thijs##Koenraad Debackere##lin zhang##De Moor Bart##Moed Henk F.##Martin Meyer##Balazs Schlemmer##Juan Gorraiz##Olle Persson##Ronald Rousseau##Yves Moreau##Andrea Scharnhorst##Ping Zhou##Christian Gumpenberger##Dirk Czarnitzki##Katrin Hussinger##Rickard Danell##Karin Sipido,no
Federico Thomas,iri.upc.edu,nan,nan,no
Sabine Gralka,tu-dresden.de,TU Dresden,Klaus Wohlrabe##Lutz Bornmann##Félix de Moya Anegón##Tommaso Agasisti##Ragnitz Joachim##Wolfgang Nagl,no
Teng Joon Lim,sydney.edu.au,University of Sydney,Lars K. Rasmussen##Rui Zhang##Sumei Sun##Yong Zeng (曾勇）##Mehul Motani##Darryl D. Lin##Shixin Luo##Yao Ma##Dongning Guo (郭东宁)##Johann Leithon##Peng Hui Tan##Utku Tefek##Elvino S. Sousa##Zhi chen##Subbarayan Pasupathy##Shuowen Zhang##Behrouz Farhang-Boroujeny##Ying-Chang Liang##Tor Aulin##Malcolm D Macleod,no
Haifeng Chen,chacuo.net,nan,nan,yes
Aylwyn Scally,gen.cam.ac.uk,University of Cambridge,nan,no
Jeehoon Kang,kaist.ac.kr,KAIST,Chung-Kil Hur##Viktor Vafeiadis##Derek Dreyer##Kwangkeun Yi##Ori Lahav##Joonwon Choi##Daejun Park##Sung-Hwan Lee##William Mansky##Steve Zdancewic##Hai Dang##Ralf Jung##Christopher Pulte##Jean Pichon-Pharabod##Woosuk Lee##Kihong Heo##Hakjoo Oh##Juneyoung Lee##Azalea Raad##Kyeongmin Cho,no
Mayank Goel,cs.cmu.edu,Carnegie Mellon University,Shwetak Patel##Eric C. Larson##Chris Harrison##Karan Ahuja##Jacob O. Wobbrock##Gaetano Borriello##Eric Whitmire##Sidhant Gupta##Alex Mariakakis##Md Tanvir Islam Aumi##Lilian de Greef##James A. Taylor##Edward Jay Wang##Leah Findlater##Waylon Brunette##Bo Begole##Temiloluwa Prioleau##Richard Li##Alex Jansen##Daniel Ashbrook,no
Sai Rajeswar,umontreal.ca,University of Montreal,Aaron Courville##Yoshua Bengio##Mohamed Ishmael Belghazi##Sandeep Subramanian##Chris Pal##David Vázquez##Florian Golemo##Derek Nowrouzezahrai##Fahim Mannan,yes
Xiangfei Kong (孔翔飛),antgroup.com,nan,Yuanpu Xie##Hai Su##Gang Wang##Jason Kuen##Zhi Lu##Qingxiong Yang 杨庆雄##Jianlou Si##Chun-Guang Li##LIU Wenyin##Xiaoshuang Shi##Ping Hu##Ke Li##Ran WANG (王冉)##Ming-Hsuan Yang##Xiaojun Quan##Yao Lu##Zhe L. Lin##Simon See,yes
Dave Sebba,bd.com,nan,Steven Oldenburg##Thomas H. LaBean##John P. Nolan##Ashutosh Chilkoti##Ryan T. Hill##Benjamin Yellen##Steven W. Graves,no
David A Hanauer,umich.edu,University of Michigan,Qiaozhu Mei,no
Marco Lippi,unimore.it,University of Modena and Reggio Emilia,nan,yes
Farhad Faradji,alumni.ubc.ca,nan,karim faez##Rabab Ward##Majid Ziaratban##Saeed Mozaffari##Masoud S. Nosrati PhD##Mansour Vali,yes
Ashkan Sami,shirazu.ac.ir,Shiraz University,Abdullah Khalili PhD (Computer Scie...##Ali Hamzeh##Sattar Hashemi##Mansour Ahmadi##Ali Reza Honarvar##Babak Yadegari##Hossein Rahimi##Sara Moshtari##Associate Professor Esmaeil Ebrahimie##Nehleh Kargarfard##Mostafa Mohammadpourfard PhD (Co...##Masoud Narouei Ph.D.##Mohammad Rastegar##Foutse Khomh##Mahnaz Behroozi##Giorgio Giacinto##Daniel Takabi##Gias Uddin##Maryam Dehghani##Hossein Rahmani,no
Chris Cooper,essex.ac.uk,University of Essex,nan,no
Brad S. Trinkle,iastate.edu,Iowa State University,Robert E. Crossler##Steve Sheetz##James H. Long##Tina Loraas##Merrill Warkentin##France Belanger##Dana Garner##Marco Lam##Barton Moffatt##Amelia Annette Baldwin,no
Thierry Marie Guerra,uphf.fr,nan,Lauber Jimmy##Sebastien Delprat##Alexandre Kruszewski##Miguel Bernal##Zsofia Lendek##Salim Labiod##Víctor Estrada-Manzo##Antonio Sala##Robert Babuska##Anh-Tu Nguyen##Kevin Guelton##jaadari abdelhafidh##Bart De Schutter##Jean-Jacques Santin##Raymundo Márquez##Mathias Blandeau##Mohamed Seghir Boucherit##M. Chadli##christian duriez##Maxime Thieffry,no
Jilles Vreeken,cispa.de,nan,Matthijs van Leeuwen##Nikolaj Tatti##Christos Faloutsos##Mario Boley##Duen Horng Chau##Leman Akoglu##Alexander Marx##Hanghang Tong##B. Aditya Prakash##Bart Goethals##Kailash Budhathoki##Danai Koutra##Pauli Miettinen##Panagiotis Mandros##Marco Wiering##Antti Oulasvirta##Giulio Jacucci##Dorota Glowacka##Luca M. Ghiringhelli##Bryan R. Goldsmith,yes
Wagner Meira Jr.,dcc.ufmg.br,Universidade Federal de Minas Gerais,Virgilio Almeida##Adriano Veloso##Dorgival Guedes##Mohammed J. Zaki##Renato Antônio Celso Ferreira##Pedro H. Calais Guerra##Leonardo Chaves Dutra da Rocha##Adriano C. M. Pereira##Marcos Andre Goncalves##fernando mourao##Gisele L. Pappa##Srinivasan Parthasarathy##Arlei Silva##Manoel Horta Ribeiro##Raquel Cardoso de Melo-Minardi##Nivio Ziviani##Elverton Fazzion##George Teodoro##Cristiano Maciel da Silva##Carlos Henrique da Silveira,yes
Yule Roberta Ferreira Nunes,unimontes.br,Universidade Estadual de Montes Claros,Geraldo Wilson Fernandes##Mário Marcos do Espírito Santo##Priscyla Maria Silva Rodrigues##Leonardo Monteiro Ribeiro,no
Sergey Goncharov,fau.de,Friedrich-Alexander-Universität Erlangen-Nürnberg,Lutz Schröder##Till Mossakowski##Renato Neves##Stefan Milius##Maciej Piróg##Alexandra Silva##Paul Blain Levy##Dirk Pattinson##Jean Christoph Jung##Carsten Lutz,no
Simon I. Hay (ORCID:0000-0002-0611-7272),uw.edu,University of Washington,Peter W Gething##Professor Andrew J Tatem##David L Smith##Oliver Brady##David M Pigott##Carlos A Guerra##Abdisalan M Noor##Jane P. Messina##John Brownstein##Samir Bhatt##Christopher Murray##Moritz U G Kraemer##Iqbal Elyazar##Robert C Reiner Jr##Ali H. Mokdad##Mohsen Naghavi##Dr Frédéric B. Piel##Peter M Atkinson##Isaac Bogoch##Osman Sankoh,no
Leon Iasemidis,latech.edu,nan,nan,no
Ankit Anand,google.com,nan,Parag Singla##Aditya Grover##Doina Precup##Xavier Glorot##Eser Aygün##Shibl Mourad##Zafarali Ahmed##Pushmeet Kohli##Mausam##Laurent Orseau,yes
Yvonne Rogers,ucl.ac.uk,University College London,Helen Sharp##Paul Marshall##sara price##Tom Rodden##Kay Connelly##Jon Bird##William R. Hazlewood##Eva Hornecker##Jochen Rick##Sheep Dalton##Eric Harris##Danae Stanton Fraser##Janet van der Linden##Rowanne Fleck##Henk Muller##Katie A. Siek##Shahram Izadi##Victoria Bellotti##Lokman I. Meho##Anna L Cox,no
Vladimir Lifschitz,cs.utexas.edu,University of Texas at Austin,nan,no
Shadi AlZubi,zuj.edu.jo,Al-Zaytoonah University of Jordan,Yaser Jararweh##Belal Hawashin - د. بلال حواشين##Mahmoud Al-Ayyoub##Mohammed Elbes##Tarek Kanan##Mohammed A. Shehab##Maysam Abbod##Mohammad Alsmirat##Ala Mughaid##Hamideh Rezaee##Prof. Elhadj Benkhelifa##Abbes Amira,yes
Chenyan Xiong,microsoft.com,nan,Zhiyuan Liu##Jamie Callan##Paul N. Bennett##Zhenghao Liu##Zhuyun Dai##Xia Song##Maosong Sun##Corby Rosset##Tie-Yan Liu##Arnold Overwijk##Russell Power##Chen Zhao##Jianfeng Gao##Nick Craswell##Jeff Dalton##Kaitao Zhang##Jiawei Han##Si Sun##Lee Xiong##J Ahmed,no
Zach Wang,fb.com,Facebook,Quan Wang,yes
Paulo Alexandre Monteiro de Figueiredo,dracena.unesp.br,nan,nan,no
Mohan Baruwal Chhetri,data61.csiro.au,nan,Ryszard Kowalczyk##Shonali Krishnaswamy##Surya Nepal##Jun Yan##Seng W. Loke##Sergei Chichin##Markus Lumpe##Sunil Singh Samant##Alan W Colman##Abdur Rahim Mohammad Forkan##Hien P. Luong##Gregory Kersten##Dirk Neumann##Rajiv Ranjan##Mohammad Jabed Morshed Chowdhury##Khalid Mansour##Michael Docking##A J Hurst##Chehara Pathmabandu##John Grundy,no
silvio ghilardi,unimi.it,Università degli Studi di Milano,nan,no
Velasquez Diane L,unisa.edu.au,University of South Australia,Denice Adkins##John Budd##Deborah Price##Heather Hill##Jennifer Campbell-Meier##Lisa Hussey##Dr.Yuxiang (Chris) Zhao 赵宇翔##Romy Menghao Jia##Jia Tina Du##Mary Anne Kennan##Bhuva Narayan##Sandra Hirsh##Heidi Julien,no
Roberto Navigli,uniroma1.it,Sapienza University of Rome,Paola Velardi##Mohammad Taher Pilehvar##Jose Camacho-Collados##Andrea Moro##Alessandro Raganato##Tommaso Pasini##Claudio Delli Bovi##David Jurgens##Ignacio Iacobacci##Michele Bevilacqua##Axel-Cyrille Ngonga Ngomo##Simone Conia##Gerard de Melo##Mirella Lapata##Diana McCarthy##John McCrae##Raphaël Troncy##Bianca Scarlini##Eduard Hovy##Nigel Collier,yes
Umberto Villano,unisannio.it,nan,nan,no
Leonardo Chaves Dutra da Rocha,ufsj.edu.br,Federal University of São João Del Rei,nan,yes
Gae-won You,samsung.com,nan,Seung-won Hwang##Jongwuk Lee##Sangdo Park##Navendu Jain##Zaiqing Nie##Ji-Rong Wen##Wolf-Tilo Balke##Jinwoo Park##Youngdae Kim##Hwanjo Yu,yes
Soma Biswas,iisc.ac.in,nan,Rama Chellappa##Gaurav Aggarwal##Devraj Mandal##Patrick J. Flynn##Kevin W. Bowyer##Sivaram Prasad Mudunuri##Yashas Annadani##Narayanan Ramanathan##P. Jonathon Phillips##Vishal M. Patel##Chiranjib Bhattacharyya##Kunal Narayan Chaudhury##Rakesh Mullick##Vivek Vaidya##Soubhik Sanyal##Rajiv Soundararajan##Khurram Shafique,no
shuhang zhang,pku.edu.cn,Peking University,nan,no
Vivek Vaidya,concertai.com,nan,Prasad Sudhakar##Thomas Foo##Fei Zhao##Xiaodong Tao##Pavan Annangi##Xiaoxing Li##Jayanthi Sivaswamy##Chuyang Ye##Navneeth Subramanian##Nithin Nagaraj##Kunlin Cao##Paulo R. S. Mendonca##Akshay Pai##Corey McMillan##Kenji Suzuki,yes
Michael Maire,uchicago.edu,University of Chicago,nan,no
Robert Keil,uibk.ac.at,University of Innsbruck,Alexander Szameit##Stefan Nolte##Héctor Manuel Moya-Cessa##Andrey A. Sukhorukov##Mikael C. Rechtsman##Yuri S Kivshar##Alastair Kay##B. M. Rodríguez-Lara##Leong Chuan Kwek##Yoav Lahini##Alexander S. Solntsev,no
Marlon Pierce,iu.edu,Indiana University,Geoffrey Fox##Suresh Marru##Andrea Donnellan##Shrideep Pallickara##Mehmet Aktas##John Rundle##Galip Aydin##Ahmet Sayar##Nancy Wilkins-Diehr##Sudhakar Pamidighantam##Jun Wang##Yu Ma##Eroma Abeysinghe##Efstratios Manousakis##Raminder Singh##Dennis Gannon##Beth Plale##Sandra Gesing##Sangyoon Oh##Xiaoming Gao,no
